finalSentID,FinalWord,finalNER,finalPOS,finalTrueLabel
36,When,O,WRB,B-Modifier
36,the,O,DT,B-Entity
36,slideshow,O,NN,I-Entity
36,is,B-relevant_term,VBZ,I-Entity
36,closed,O,VBD,I-Entity
36,both,O,DT,B-Entity
36,AdobeR1.exe,O,NN,I-Entity
36,and,O,CC,I-Entity
36,pictures.exe,O,NN,I-Entity
36,are,O,VBP,B-Action
36,deleted,O,VBN,I-Action
36,.,O,.,O
37,The,O,DT,B-Entity
37,AdobeR1,O,NN,I-Entity
37,file,O,NN,I-Entity
37,writes,O,NNS,B-Action
37,a,O,DT,B-Entity
37,series,O,NN,I-Entity
37,of,O,IN,I-Entity
37,executable,O,JJ,I-Entity
37,files,O,NNS,I-Entity
37,that,B-malware.backdoor,IN,O
37,perform,O,NN,B-Action
37,information,B-relevant_term,NN,B-Entity
37,collection,O,NN,I-Entity
37,and,O,CC,O
37,communication,O,NN,B-Entity
37,functions,O,NNS,O
37,",",O,",",O
37,including,O,VBG,O
37,:,O,:,O
37,The,O,DT,B-Entity
37,program,O,NN,I-Entity
37,sequence,O,NN,I-Entity
37,of,O,IN,I-Entity
37,data,O,NNS,I-Entity
37,collection,O,NN,I-Entity
37,and,O,CC,I-Entity
37,sending,O,VBG,I-Entity
37,is,B-relevant_term,VBZ,B-Action
37,somewhat,O,RB,B-Entity
37,unusual,O,JJ,I-Entity
37,",",O,",",O
37,with,O,IN,O
37,each,O,DT,O
37,program,O,NN,O
37,performing,O,VBG,O
37,a,O,DT,O
37,single,O,JJ,O
37,task,O,NN,O
37,and,O,CC,O
37,communicating,O,VBG,O
37,via,O,IN,O
37,markers,O,NNS,B-Entity
37,left,O,NN,B-Action
37,in,O,IN,B-Modifier
37,the,O,DT,B-Entity
37,registry,B-relevant_term,NN,I-Entity
37,.,O,.,O
38,First,O,RB,O
38,",",O,",",O
38,the,O,DT,B-Entity
38,program,O,NN,I-Entity
38,nvidrv,O,NN,I-Entity
38,adds,O,VBZ,B-Action
38,itself,O,PRP,B-Entity
38,to,B-relevant_term,TO,B-Modifier
38,autorun,O,NN,B-Entity
38,:,O,:,O
38,It,O,PRP,B-Entity
38,also,O,RB,O
38,creates,O,NNS,B-Action
38,a,O,DT,B-Entity
38,series,O,NN,I-Entity
38,of,B-malware.backdoor,IN,I-Entity
38,registry,B-relevant_term,NN,I-Entity
38,keys,O,NNS,I-Entity
38,that,B-malware.backdoor,IN,I-Entity
38,the,O,DT,I-Entity
38,individual,O,JJ,I-Entity
38,programs,O,NNS,I-Entity
38,use,O,NN,I-Entity
38,to,B-relevant_term,TO,I-Entity
38,communicate,O,NN,I-Entity
38,:,O,:,O
38,Registry,O,NN,B-Entity
38,keys,O,NNS,I-Entity
38,and,O,CC,O
38,programs,O,NNS,B-Entity
38,using,B-malware.drop,VBG,B-Action
38,them,O,PRP,B-Entity
38,:,O,:,O
38,It,O,PRP,B-Entity
38,then,O,RB,O
38,runs,O,NNS,B-Action
38,GooglUpd,O,NN,B-Entity
38,",",O,",",O
38,which,O,WDT,O
38,cleans,O,NNS,B-Action
38,up,O,RB,I-Action
38,the,O,DT,B-Entity
38,program,O,NN,I-Entity
38,files,O,NNS,I-Entity
38,if,O,IN,B-Modifier
38,they,B-application,PRP,B-Entity
38,exist,O,NN,I-Entity
38,",",O,",",O
38,and,O,CC,O
38,runs,O,NNS,B-Action
38,AdbrRader,O,NN,B-Entity
38,.,O,.,O
39,AdbrRader,O,NN,B-Entity
39,(,B-relevant_term,(,O
39,communicating,O,VBG,O
39,through,O,IN,O
39,registry,B-relevant_term,NN,O
39,key,O,NN,O
39,'',O,'',O
39,2,O,-NUM-,O
39,'',O,'',O
39,),O,),O
39,writes,O,NNS,B-Action
39,the,O,DT,B-Entity
39,file,O,NN,I-Entity
39,vgadmysadm.tmp,O,NN,I-Entity
39,with,O,IN,I-Entity
39,the,O,DT,I-Entity
39,name,O,NN,I-Entity
39,of,B-malware.backdoor,IN,I-Entity
39,another,O,DT,I-Entity
39,registry,B-relevant_term,NN,I-Entity
39,key,O,NN,I-Entity
39,'',O,'',I-Entity
39,2,O,-NUM-,I-Entity
39,'',O,'',I-Entity
39,with,O,IN,B-Modifier
39,startup,O,NN,B-Entity
39,info,O,NN,I-Entity
39,.,O,.,O
40,Next,O,JJ,O
40,",",O,",",O
40,nvidrv,O,NN,O
40,runs,O,NNS,O
40,GoogleUpate,O,NN,O
40,",",O,",",O
40,which,O,WDT,O
40,collects,O,NNS,O
40,system,O,NN,O
40,information,B-relevant_term,NN,O
40,and,O,CC,O
40,writes,O,NNS,O
40,it,O,PRP,O
40,to,B-relevant_term,TO,O
40,:,O,:,O
40,Then,O,RB,O
40,nvidrv,O,NN,O
40,runs,O,NNS,O
40,nvisdvr,O,NN,O
40,(,B-relevant_term,(,O
40,registry,I-relevant_term,NN,O
40,key,O,NN,O
40,'',O,'',O
40,4,O,-NUM-,O
40,'',O,'',O
40,),O,),O
40,that,B-malware.backdoor,IN,O
40,collects,O,NNS,O
40,a,O,DT,O
40,list,O,NN,O
40,of,B-malware.backdoor,IN,O
40,running,O,VBG,O
40,processes,O,NNS,O
40,",",O,",",O
40,which,O,WDT,O
40,are,O,VBP,O
40,written,O,VBN,O
40,to,B-relevant_term,TO,O
40,:,O,:,O
40,Finally,O,RB,O
40,",",O,",",O
40,nvidrv,O,NN,B-Entity
40,runs,O,NNS,B-Action
40,svhosts,O,NNS,B-Entity
40,",",O,",",O
40,which,O,WDT,O
40,tests,B-application,NNS,B-Action
40,Internet,B-version,NN,B-Entity
40,connectivity,O,NN,I-Entity
40,by,O,IN,O
40,doing,O,VBG,B-Action
40,a,O,DT,B-Entity
40,DNS,O,NN,I-Entity
40,query,O,NN,I-Entity
40,for,O,IN,I-Entity
40,windowsupdate.microsoft.com,B-relevant_term,NN,I-Entity
40,.,O,.,O
41,It,O,PRP,B-Entity
41,then,O,RB,O
41,runs,O,NNS,B-Action
41,rundl132,O,NN,B-Entity
41,if,O,IN,B-Modifier
41,it,O,PRP,B-Entity
41,has,B-malware.backdoor,VBZ,I-Entity
41,not,I-malware.backdoor,RB,I-Entity
41,before,O,IN,I-Entity
41,",",O,",",O
41,by,O,IN,O
41,checking,O,VBG,B-Action
41,whether,O,IN,B-Entity
41,registry,B-relevant_term,NN,I-Entity
41,key,O,NN,I-Entity
41,name,O,NN,I-Entity
41,'',O,'',I-Entity
41,6,O,-NUM-,I-Entity
41,'',O,'',I-Entity
41,is,B-relevant_term,VBZ,I-Entity
41,present,O,NN,I-Entity
41,.,O,.,O
42,It,B-malware.backdoor,PRP,B-Entity
42,sets,O,NNS,B-Action
42,the,O,DT,B-Entity
42,key,O,NN,I-Entity
42,to,B-relevant_term,TO,B-Modifier
42,'',O,'',B-Entity
42,0,O,-NUM-,I-Entity
42,'',O,'',I-Entity
42,and,O,CC,O
42,runs,O,NNS,B-Action
42,it,O,PRP,B-Entity
42,.,O,.,O
43,Next,O,JJ,O
43,",",O,",",O
43,'',O,'',B-Entity
43,rundl132.exe,O,NN,I-Entity
43,'',O,'',I-Entity
43,performs,O,NNS,B-Action
43,an,O,DT,B-Entity
43,HTTP,O,NN,I-Entity
43,GET,O,VB,I-Entity
43,request,O,NN,I-Entity
43,to,B-relevant_term,TO,B-Modifier
43,myexternalip.com,O,NN,B-Entity
43,and,O,CC,O
43,collects,O,NNS,B-Action
43,the,O,DT,B-Entity
43,external,O,JJ,I-Entity
43,IP,O,NN,I-Entity
43,of,B-malware.backdoor,IN,I-Entity
43,the,O,DT,I-Entity
43,infected,O,VBN,I-Entity
43,machine,O,NN,I-Entity
43,:,O,:,O
43,Next,O,JJ,O
43,",",O,",",O
43,rundl132,O,NN,O
43,writes,O,NNS,O
43,:,O,:,O
43,Then,O,RB,O
43,rundl132,O,NN,B-Entity
43,writes,O,NNS,B-Action
43,the,O,DT,B-Entity
43,external,O,JJ,I-Entity
43,IP,O,NN,I-Entity
43,to,B-relevant_term,TO,O
43,:,O,:,O
43,Finally,O,RB,O
43,",",O,",",O
43,rundl132,O,NN,B-Entity
43,runs,O,NNS,B-Action
43,AdobeIns,O,NN,B-Entity
43,",",O,",",O
43,which,O,WDT,O
43,zips,B-relevant_term,NNS,B-Action
43,the,O,DT,B-Entity
43,contents,B-malware.infosteal,NNS,I-Entity
43,of,O,IN,I-Entity
43,the,O,DT,I-Entity
43,win32.tmp,O,NN,I-Entity
43,folder,O,NN,I-Entity
43,.,O,.,O
44,Program,B-relevant_term,NN,B-Entity
44,'',O,'',I-Entity
44,AdobeIns.exe,O,NN,I-Entity
44,'',B-hash,'',I-Entity
44,takes,B-hash,VBZ,O
44,the,O,DT,O
44,files,O,NNS,O
44,written,O,VBN,O
44,by,O,IN,O
44,the,O,DT,O
44,other,O,JJ,O
44,programs,O,NNS,O
44,and,O,CC,O
44,zips,B-relevant_term,NNS,B-Action
44,them,O,PRP,B-Entity
44,in,O,IN,B-Modifier
44,an,O,DT,B-Entity
44,encrypted,O,VBN,I-Entity
44,",",O,",",I-Entity
44,password-,O,NN,I-Entity
44,protected,O,VBN,I-Entity
44,file,O,NN,I-Entity
44,:,O,:,O
44,Data,O,NNS,B-Entity
44,is,B-relevant_term,VBZ,B-Action
44,transmitted,O,VBN,I-Action
44,by,O,IN,B-Modifier
44,e-mail,B-relevant_term,NN,B-Entity
44,to,B-relevant_term,TO,B-Modifier
44,an,B-malware.backdoor,DT,B-Entity
44,account,B-relevant_term,NN,I-Entity
44,presumably,O,RB,I-Entity
44,controlled,O,VBN,I-Entity
44,by,O,IN,I-Entity
44,the,O,DT,I-Entity
44,attacker,O,NN,I-Entity
44,.,O,.,O
45,AdobeIns,O,NN,B-Entity
45,connects,O,NNS,B-Action
45,to,B-relevant_term,TO,B-Modifier
45,an,B-malware.backdoor,DT,B-Entity
45,account,B-relevant_term,NN,I-Entity
45,at,O,IN,B-Modifier
45,the,O,DT,B-Entity
45,online,O,NN,I-Entity
45,e-mail,B-relevant_term,NN,I-Entity
45,provider,B-relevant_term,NN,I-Entity
45,inbox.com,O,NN,I-Entity
45,via,O,IN,B-Modifier
45,smtp,O,NN,B-Entity
45,using,B-malware.drop,VBG,B-Modifier
45,hardcoded,O,VBD,B-Entity
45,credentials,O,NNS,I-Entity
45,.,O,.,O
46,The,O,DT,B-Entity
46,malware,O,NN,I-Entity
46,then,O,RB,O
46,sends,O,NNS,B-Action
46,an,O,DT,B-Entity
46,e-mail,B-relevant_term,NN,I-Entity
46,to,B-relevant_term,TO,B-Modifier
46,the,O,DT,B-Entity
46,same,O,JJ,I-Entity
46,inbox,B-malware.backdoor,NN,I-Entity
46,containing,O,VBG,O
46,the,O,DT,O
46,text,B-relevant_term,NN,O
46,'',O,'',O
46,Hello,B-relevant_term,NN,O
46,'',O,'',O
46,and,O,CC,O
46,with,O,IN,O
46,mxtd,O,NN,O
46,file,O,NN,O
46,attached,O,VBN,O
46,.,O,.,O
47,SMTP,B-malware.infosteal,NN,O
47,traffic,O,NN,O
47,generated,O,VBN,O
47,by,O,IN,O
47,the,O,DT,O
47,malware,O,NN,O
47,to,B-relevant_term,TO,O
47,inbox.com,O,NN,O
47,(,B-relevant_term,(,O
47,with,O,IN,O
47,redactions,O,NNS,O
47,),O,),O
47,The,O,DT,O
47,malware,O,NN,O
47,seen,O,VBN,O
47,in,O,IN,O
47,this,O,DT,O
47,case,O,NN,O
47,study,O,NN,O
47,is,B-relevant_term,VBZ,O
47,unusual,O,JJ,O
47,as,O,IN,O
47,it,O,PRP,O
47,relies,O,NNS,O
47,on,O,IN,O
47,a,O,DT,O
47,half-dozen,O,NN,O
47,separate,B-vendor,JJ,O
47,executable,O,JJ,O
47,files,O,NNS,O
47,",",O,",",O
47,each,O,DT,O
47,with,O,IN,O
47,a,O,DT,O
47,single,O,JJ,O
47,task,O,NN,O
47,",",O,",",O
47,and,O,CC,O
47,each,O,DT,O
47,communicating,O,VBG,O
47,via,O,IN,O
47,markers,O,NNS,B-Entity
47,dropped,B-application,VBD,B-Action
47,in,O,IN,B-Modifier
47,the,O,DT,B-Entity
47,Registry,O,NN,I-Entity
47,.,O,.,O
48,The,O,DT,B-Entity
48,malware,O,NN,I-Entity
48,is,B-relevant_term,VBZ,O
48,also,O,RB,O
48,interesting,O,VBG,O
48,because,O,IN,O
48,it,O,PRP,O
48,does,O,VBZ,O
48,not,B-malware.infosteal,RB,O
48,provide,O,NN,O
48,remote,O,NN,O
48,access,O,NN,O
48,",",O,",",O
48,but,O,CC,O
48,only,O,RB,O
48,sends,O,NNS,B-Action
48,an,O,DT,B-Entity
48,e-mail,B-relevant_term,NN,I-Entity
48,containing,O,VBG,I-Entity
48,the,O,DT,I-Entity
48,victim,O,NN,I-Entity
48,'s,O,POS,I-Entity
48,IP,O,NN,I-Entity
48,address,O,NN,I-Entity
48,and,O,CC,I-Entity
48,miscellaneous,O,JJ,I-Entity
48,system,O,NN,I-Entity
48,information,B-relevant_term,NN,I-Entity
48,.,O,.,O
49,The,O,DT,B-Entity
49,malware,O,NN,I-Entity
49,resends,O,NNS,B-Action
49,the,O,DT,B-Entity
49,information,B-relevant_term,NN,I-Entity
49,each,O,DT,B-Modifier
49,time,O,NN,B-Entity
49,the,O,DT,I-Entity
49,computer,B-os,NN,I-Entity
49,is,B-relevant_term,VBZ,I-Entity
49,restarted,O,VBN,I-Entity
49,",",O,",",O
49,but,O,CC,O
49,it,O,PRP,O
49,does,O,VBZ,O
49,not,B-malware.drop,RB,O
49,refresh,O,NN,O
49,the,O,DT,O
49,sent,O,NN,O
49,information,B-relevant_term,NN,O
49,on,O,IN,O
49,restart,O,NN,O
49,(,B-relevant_term,(,O
49,which,O,WDT,O
49,may,O,MD,O
49,be,O,VB,O
49,a,O,DT,O
49,bug,O,NN,O
49,),O,),O
49,.,O,.,O
50,This,O,DT,O
50,behaviour,O,NN,O
50,strongly,O,RB,O
50,suggests,O,NNS,O
50,that,B-malware.backdoor,IN,O
50,the,O,DT,O
50,function,O,NN,O
50,of,B-malware.backdoor,IN,O
50,this,O,DT,B-Entity
50,malware,O,NN,I-Entity
50,is,B-relevant_term,VBZ,O
50,to,B-relevant_term,TO,O
50,serve,O,NN,B-Action
50,as,O,IN,B-Modifier
50,a,O,DT,B-Entity
50,beacon,B-malware.backdoor,NN,I-Entity
50,.,O,.,O
51,The,O,DT,O
51,system,O,NN,O
51,information,B-relevant_term,NN,O
51,could,O,MD,O
51,be,O,VB,O
51,used,O,VBN,O
51,to,B-relevant_term,TO,O
51,identify,O,VB,O
51,processes,O,NNS,O
51,to,B-relevant_term,TO,O
51,exploit,O,NN,O
51,in,O,IN,O
51,the,O,DT,O
51,future,O,NN,O
51,",",O,",",O
51,however,O,RB,O
51,since,O,IN,O
51,the,O,DT,B-Entity
51,attacker,O,NN,I-Entity
51,has,B-malware.backdoor,VBZ,O
51,already,O,RB,O
51,triggered,O,VBN,B-Action
51,the,O,DT,B-Entity
51,execution,O,NN,I-Entity
51,of,B-malware.backdoor,IN,I-Entity
51,a,O,DT,I-Entity
51,file,O,NN,I-Entity
51,on,O,IN,I-Entity
51,the,O,DT,I-Entity
51,victim,O,NN,I-Entity
51,'s,O,POS,I-Entity
51,system,O,NN,I-Entity
51,",",O,",",O
51,it,O,PRP,O
51,is,B-relevant_term,VBZ,O
51,surprising,O,NN,O
51,that,B-malware.backdoor,IN,O
51,more,B-relevant_term,RBR,O
51,was,O,VBD,O
51,not,B-malware.infosteal,RB,O
51,taken,O,VBN,O
51,",",O,",",O
51,or,O,CC,O
51,that,B-malware.backdoor,IN,O
51,a,O,DT,O
51,RAT,O,NN,O
51,(,B-relevant_term,(,O
51,custom,B-relevant_term,NN,O
51,or,O,CC,O
51,widely,O,RB,O
51,available,O,JJ,O
51,),O,),O
51,was,O,VBD,O
51,not,B-malware.infosteal,RB,O
51,used,O,VBN,O
51,.,O,.,O
52,A,O,DT,O
52,RAT,O,NN,O
52,would,O,MD,O
52,have,B-malware.infosteal,VB,O
52,provided,O,VBN,O
52,much,O,JJ,O
52,greater,O,JJR,O
52,access,O,NN,O
52,alongside,O,RB,O
52,IP,O,NN,O
52,information,B-relevant_term,NN,O
52,By,O,IN,O
52,not,B-malware.infosteal,RB,O
52,providing,O,VBG,O
52,remote,O,NN,O
52,access,O,NN,O
52,and,O,CC,O
52,other,O,JJ,O
52,RAT,O,NN,O
52,functionality,O,NN,O
52,",",O,",",O
52,the,O,DT,B-Entity
52,program,O,NN,I-Entity
52,looks,O,NNS,B-Action
52,less,O,RBR,B-Entity
52,like,O,IN,I-Entity
52,malware,O,NN,I-Entity
52,",",O,",",O
52,and,O,CC,O
52,may,O,MD,O
52,attract,O,NN,B-Action
52,less,O,RBR,B-Entity
52,attention,O,NN,I-Entity
52,from,O,IN,O
52,endpoint,O,NN,O
52,protection,O,NN,O
52,tools,O,NNS,O
52,and,O,CC,O
52,scanners,O,NNS,O
52,.,O,.,O
53,It,O,PRP,B-Entity
53,registered,O,VBN,B-Action
53,only,O,RB,B-Entity
53,20241,O,-NUM-,I-Entity
53,detections,B-relevant_term,NNS,I-Entity
53,by,O,IN,I-Entity
53,anti,O,NN,I-Entity
53,virus,O,NN,I-Entity
53,scanners,O,NNS,I-Entity
53,",",O,",",I-Entity
53,or,O,CC,I-Entity
53,a,O,DT,I-Entity
53,10,O,-NUM-,I-Entity
53,%,O,NN,I-Entity
53,detection,O,NN,I-Entity
53,rate,O,NN,I-Entity
53,.,O,.,O
54,Transmitting,O,VBG,B-Action
54,the,O,DT,B-Entity
54,malware,O,NN,I-Entity
54,via,O,IN,B-Modifier
54,e-mail,B-relevant_term,NN,B-Entity
54,also,O,RB,O
54,provides,B-malware.backdoor,VBZ,O
54,a,O,DT,O
54,degree,B-malware.backdoor,NN,O
54,of,B-malware.backdoor,IN,O
54,obscurity,B-malware.backdoor,NN,O
54,",",O,",",O
54,and,O,CC,O
54,has,B-malware.backdoor,VBZ,O
54,the,O,DT,O
54,additional,O,JJ,O
54,advantage,O,NN,O
54,of,B-malware.backdoor,IN,O
54,providing,B-malware.backdoor,VBG,O
54,a,O,DT,O
54,layer,O,NN,O
54,of,B-malware.backdoor,IN,O
54,abstraction,O,NN,O
54,between,B-malware.infosteal,IN,O
54,the,O,DT,O
54,attacker,O,NN,O
54,and,O,CC,O
54,the,O,DT,O
54,target,O,NN,O
54,:,O,:,O
54,there,O,RB,O
54,is,B-relevant_term,VBZ,O
54,no,O,DT,O
54,need,O,NN,O
54,to,B-relevant_term,TO,O
54,maintain,O,NN,O
54,a,O,DT,O
54,RAT,O,NN,O
54,command-and-control,O,NN,O
54,server,O,NN,O
54,.,O,.,O
55,The,O,DT,B-Entity
55,malware,O,NN,I-Entity
55,transmits,O,NNS,B-Action
55,autonomously,B-malware.infosteal,RB,O
55,",",O,",",O
55,leaving,O,VBG,B-Action
55,the,O,DT,B-Entity
55,material,O,NN,I-Entity
55,in,O,IN,B-Modifier
55,an,B-malware.backdoor,DT,B-Entity
55,inbox,B-malware.backdoor,NN,I-Entity
55,for,O,IN,B-Modifier
55,the,O,DT,B-Entity
55,attacker,O,NN,I-Entity
55,to,B-relevant_term,TO,I-Entity
55,collect,O,NN,I-Entity
55,at,O,IN,I-Entity
55,a,O,DT,I-Entity
55,later,O,RB,I-Entity
55,time,O,NN,I-Entity
55,.,O,.,O
56,Nevertheless,O,RB,O
56,",",O,",",O
56,we,O,PRP,O
56,believe,O,VB,O
56,that,B-malware.backdoor,IN,O
56,the,O,DT,O
56,author,O,NN,O
56,of,B-malware.backdoor,IN,O
56,the,O,DT,O
56,program,O,NN,O
56,is,B-relevant_term,VBZ,O
56,aware,O,JJ,O
56,of,B-malware.backdoor,IN,O
56,certain,O,JJ,O
56,techniques,O,NNS,O
56,to,B-relevant_term,TO,O
56,reduce,O,VB,B-Action
56,the,O,DT,B-Entity
56,visibility,O,NN,I-Entity
56,of,B-malware.backdoor,IN,I-Entity
56,malware,O,NN,I-Entity
56,on,O,IN,I-Entity
56,a,O,DT,I-Entity
56,network,O,NN,I-Entity
56,",",O,",",O
56,including,O,VBG,O
56,transmitting,O,VBG,B-Action
56,data,O,NNS,B-Entity
56,via,O,IN,B-Modifier
56,encrypted,O,VBN,B-Entity
56,e-mail,B-relevant_term,NN,I-Entity
56,communications,O,NNS,I-Entity
56,.,O,.,O
57,In,O,IN,O
57,addition,O,NN,O
57,",",O,",",O
57,the,O,DT,B-Entity
57,malware,O,NN,I-Entity
57,uses,O,NNS,B-Action
57,the,O,DT,B-Entity
57,old,O,JJ,I-Entity
57,PKWARE,O,NN,I-Entity
57,implementation,O,NN,I-Entity
57,of,B-malware.backdoor,IN,I-Entity
57,zip,O,NN,I-Entity
57,encryption,O,NN,I-Entity
57,",",O,",",O
57,which,O,WDT,O
57,is,B-relevant_term,VBZ,O
57,not,B-malware.drop,RB,O
57,particularly,O,RB,O
57,secure,O,NN,O
57,.,O,.,O
58,),O,),O
58,",",O,",",O
58,nevertheless,B-relevant_term,RB,O
58,has,B-malware.backdoor,VBZ,O
58,carefully,O,RB,O
58,developed,B-relevant_term,NN,B-Action
58,social,O,JJ,B-Entity
58,engineering,O,NN,I-Entity
58,in,O,IN,B-Modifier
58,the,O,DT,B-Entity
58,seeding,O,VBG,I-Entity
58,materials,O,NNS,I-Entity
58,and,O,CC,I-Entity
58,bait,O,NN,I-Entity
58,document,O,NN,I-Entity
58,.,O,.,O
59,Although,O,IN,O
59,targeted,B-malware.backdoor,VBN,O
59,",",O,",",O
59,the,O,DT,B-Entity
59,malware,O,NN,I-Entity
59,seeding,O,VBG,I-Entity
59,often,O,RB,O
59,aims,O,NNS,B-Action
59,at,O,IN,B-Modifier
59,classes,O,NNS,B-Entity
59,of,B-malware.backdoor,IN,I-Entity
59,people,O,NNS,I-Entity
59,(,B-relevant_term,(,O
59,e.g.,I-relevant_term,NN,O
59,",",O,",",O
59,people,O,NNS,O
59,interested,O,JJ,O
59,in,O,IN,O
59,'shocking,O,VBG,O
59,',B-application,'',O
59,news,I-application,NN,O
59,about,O,IN,O
59,a,O,DT,O
59,fighter,O,NN,O
59,",",O,",",O
59,or,O,CC,O
59,'leaked,O,VBN,O
59,',O,'',O
59,information,B-relevant_term,NN,O
59,about,O,IN,O
59,the,O,DT,O
59,Assad,O,NN,O
59,regime,O,NN,O
59,),O,),O
59,rather,O,RB,O
59,than,O,IN,O
59,carefully,O,RB,O
59,written,O,VBN,O
59,spear,O,NN,O
59,phishing,O,VBG,O
59,targeting,O,VBG,O
59,a,O,DT,O
59,single,O,JJ,O
59,individual,O,JJ,O
59,or,O,CC,O
59,small,O,JJ,O
59,group,O,NN,O
59,.,O,.,O
60,Use,O,NN,B-Action
60,of,B-malware.backdoor,IN,O
60,widely,O,RB,B-Entity
60,available,O,JJ,I-Entity
60,RATs,O,NN,I-Entity
60,(,B-relevant_term,(,O
60,njRAT,O,NN,O
60,",",O,",",O
60,Xtreme,O,NN,O
60,Rat,O,NN,O
60,",",O,",",O
60,ShadowTech,O,NN,O
60,Rat,O,NN,O
60,",",O,",",O
60,DarkComet,O,NN,O
60,RAT,O,NN,O
60,",",O,",",O
60,and,O,CC,O
60,Blackshades,O,NNS,O
60,RAT,O,NN,O
60,",",O,",",O
60,among,O,IN,O
60,others,O,NNS,O
60,),O,),O
60,.,O,.,O
61,At,O,IN,B-Entity
61,least,O,JJS,I-Entity
61,one,O,CD,I-Entity
61,command-and-control,O,NN,I-Entity
61,server,O,NN,I-Entity
61,located,O,VBN,B-Action
61,within,O,IN,B-Modifier
61,Syrian,B-relevant_term,JJ,B-Entity
61,IP,O,NN,I-Entity
61,space,O,NN,I-Entity
61,(,B-relevant_term,(,O
61,often,O,RB,O
61,from,O,IN,O
61,a,O,DT,O
61,limited,O,JJ,O
61,range,B-malware.backdoor,NN,O
61,of,B-malware.backdoor,IN,O
61,addresses,O,NNS,O
61,),O,),O
61,.,O,.,O
62,Use,O,NN,B-Action
62,of,B-malware.backdoor,IN,O
62,'',O,'',B-Entity
62,crypters,B-malware.backdoor,NNS,I-Entity
62,'',O,'',I-Entity
62,to,B-relevant_term,TO,B-Modifier
62,obscure,O,NN,B-Entity
62,the,O,DT,I-Entity
62,binary,O,NN,I-Entity
62,.,O,.,O
63,Not,B-version,RB,O
63,only,O,RB,O
63,is,B-relevant_term,VBZ,B-Action
63,it,O,PRP,B-Entity
63,exceptionally,B-relevant_term,RB,B-Entity
63,targeted,B-malware.backdoor,VBN,I-Entity
63,",",O,",",O
63,but,O,CC,O
63,it,O,PRP,O
63,is,B-relevant_term,VBZ,O
63,also,O,RB,O
63,not,B-malware.drop,RB,O
63,a,O,DT,O
63,commonly,O,RB,O
63,available,O,JJ,O
63,RAT,O,NN,O
63,.,O,.,O
64,The,O,DT,O
64,function,O,NN,O
64,of,B-malware.backdoor,IN,O
64,the,O,DT,B-Entity
64,malware,O,NN,I-Entity
64,appears,O,VBZ,O
64,to,B-relevant_term,TO,O
64,be,O,VB,O
64,:,O,:,O
64,identify,O,VB,B-Action
64,and,O,CC,I-Action
64,unmask,B-relevant_term,NN,I-Action
64,the,O,DT,B-Entity
64,IP,O,NN,I-Entity
64,address,O,NN,I-Entity
64,of,O,IN,I-Entity
64,target,O,NN,I-Entity
64,(,B-relevant_term,(,I-Entity
64,s,I-relevant_term,NN,I-Entity
64,),O,),I-Entity
64,",",O,",",O
64,and,O,CC,O
64,resend,O,NN,B-Action
64,them,O,PRP,B-Entity
64,to,B-relevant_term,TO,B-Modifier
64,the,O,DT,B-Entity
64,attacker,O,NN,I-Entity
64,with,O,IN,B-Modifier
64,each,O,DT,I-Modifier
64,reboot,O,NN,B-Entity
64,.,O,.,O
65,In,O,IN,O
65,addition,O,NN,O
65,",",O,",",O
65,data,O,NNS,B-Entity
65,is,B-relevant_term,VBZ,B-Action
65,sent,O,NN,I-Action
65,to,B-relevant_term,TO,B-Modifier
65,an,B-malware.backdoor,DT,B-Entity
65,Internet,B-relevant_term,NN,I-Entity
65,e-mail,B-relevant_term,NN,I-Entity
65,address,O,NN,I-Entity
65,",",O,",",O
65,and,O,CC,O
65,no,O,DT,O
65,crypter,O,NN,O
65,is,B-relevant_term,VBZ,O
65,used,O,VBN,O
65,to,B-relevant_term,TO,O
65,obscure,O,NN,O
65,the,O,DT,O
65,binary,O,NN,O
65,.,O,.,O
66,We,O,PRP,O
66,are,O,VBP,O
66,aware,O,JJ,O
66,of,B-malware.backdoor,IN,O
66,only,O,RB,O
66,one,O,CD,O
66,previous,O,JJ,O
66,case,O,NN,O
66,in,O,IN,O
66,Syria,O,NNS,O
66,in,O,IN,O
66,which,O,WDT,O
66,e-mail,B-relevant_term,NN,B-Entity
66,was,O,VBD,B-Action
66,used,O,VBN,I-Action
66,to,B-relevant_term,TO,B-Modifier
66,transmit,O,NN,B-Entity
66,data,O,NNS,I-Entity
66,",",O,",",O
66,and,O,CC,O
66,that,B-malware.backdoor,IN,O
66,we,O,PRP,O
66,believed,O,VBN,O
66,was,O,VBD,O
66,regime,O,NN,O
66,linked,O,VBN,O
66,.,O,.,O
67,That,O,DT,O
67,incident,O,NN,O
67,",",O,",",O
67,observed,O,VBN,O
67,in,O,IN,O
67,2012,O,-NUM-,O
67,",",O,",",O
67,also,O,RB,O
67,used,O,VBN,B-Action
67,hardcoded,O,VBD,B-Entity
67,e-mail,B-relevant_term,NN,I-Entity
67,to,B-relevant_term,TO,B-Modifier
67,exfiltrate,O,NN,B-Entity
67,.,O,.,O
68,However,O,RB,O
68,",",O,",",O
68,that,B-malware.backdoor,IN,O
68,malware,O,NN,O
68,had,O,VBD,O
68,substantially,O,RB,O
68,more,B-relevant_term,RBR,O
68,functionality,O,NN,O
68,than,O,IN,O
68,this,O,DT,O
68,case,O,NN,O
